NUMERO_PROCESSO_COMPRA,URL_PORTAL_TRANSPARENCIA,DATA_CADASTRAMENTO_PROCESSO,OBJETO_PROCESSO,URL_DOCUMENTOS_PROCESSO,CODIGO_ORGAO_DEMANDANTE,ORGAO_DEMANDANTE,SITUACAO_PROCESSO,PROCEDIMENTO_CONTRATACAO,NUMERO_CONTRATO,URL_INTEGRA_CONTRATO,CODIGO_ORGAO_CONTRATO,ORGAO_CONTRATO,DATA_PUBLICACAO,INICIO_VIGENCIA,FIM_VIGENCIA,FIM_VIGENCIA_ATUALIZADA,CPF_CNPJ_CONTRATADO,CONTRATADO,PROCESSO_SEI,URL_PROCESSO_SEI,CODIGO_ITEM_MATERIAL_SERVICO,ITEM_MATERIAL_SERVICO,CODIGO_UNIDADE_ORCAMENTARIA,UNIDADE_ORCAMENTARIA,LINHA_FORNECIMENTO,CIDADE_ENTREGA,QUANTIDADE_HOMOLOGADA,VALOR_REFERENCIA_UNITARIO,VALOR_HOMOLOGADO_UNITARIO,VALOR_REFERENCIA,VALOR_HOMOLOGADO
2012015 000031/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/27-05-2020/1831081/0/0/13002/0/0/0/0/10733/65320034/10036/125628/321414/2012015000031-2020,2020-03-17,"Aquisição EMERGENCIAL do equipamento de proteção individual MÁSCARA DESCARTÁVEL N95 para o Hospital Governador Israel Pinheiro-HGIP,",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2012015&numero=31&ano=2020,2010,INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,00.267.908/0001-66,HAND SHOP SUPRIMENTOS MEDICOS & TERAPEUTICOS LTDA,2010.01.0014197/2020-16,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNQNokXU1GPeDIRmLJvM2Au83nZ9Vb3mOzvUzzUYm7gOo,125628,MASCARA DESCARTAVEL - IDENTIFICACAO: N 95; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;,2011,INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS,"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS",Belo Horizonte,6000,12.9,12.9,77400,77400
2012015 000034/2020,NA,2020-03-31,"Contratação, do serviço de coleta, transporte e entrega de material biológico de origem humana para análise, em virtude do surto de doença respiratória- CoronaVírus.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2012015&numero=34&ano=2020,2010,INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS,Concluído,Dispensa de Licitação,9247172,https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162983,2010,INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS,2020-05-13,2020-05-13,NA,2020-11-12,07.837.315/0001-37,BIOLOGISTICA SOLUCOES EM LOGISTICA E SERVICOS EIRELI,2010.01.0015392/2020-52,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNQooaxlcnHtmrLkWw6gTNyR9L7QYVCcoU3CU8mwn4dbu,84581,"COLETA, ENTREGA DE MATERIAL BIOLOGICO HUMANO FORA DOS LIMITES DA AV CONTORNO EM ATE 30 KM DE BH",2011,INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS,SERVICOS DE TRANSPORTE DE MATERIAL BIOLOGICO DE ORIGEM HUMANA OU      ANIMAL,Belo Horizonte,0,27653.11,27653.11,27653.11,27653.11
2012015 000041/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/27-05-2020/1831081/0/0/30348/0/0/0/0/10733/65320034/8733/125245/324182/2012015000041-2020,2020-04-16,Aquisição EMERGENCIAL de material médico-hospitalar MÁSCARA CIRÚRGICA TRÊS CAMADAS para o Hospital Governador Israel Pinheiro-HGIP.,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2012015&numero=41&ano=2020,2010,INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,14.707.364/0001-10,XCMG BRASIL INDUSTRIA LTDA,2010.01.0012770/2020-36,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNQNokXU1GPeDIRmLJvM2Au83nZ9Vb3mOzvUzzUYm7gOo,125245,MASCARA DESCARTAVEL - IDENTIFICACAO: CIRURGICA; FORMATO: RETANGULAR COM PREGAS; CAMADAS: 03 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: MINIMA 40 G; FILTRO: COM FILTRO; TIPO FIXACAO: 4 TIRAS LATERAIS; AJUSTE NASAL: SIM; ESTERIL: NAO;,2011,INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS,"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS",Belo Horizonte,162000,2.8,2.8,453600,453600
2121022 000013/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-02-2020/02-04-2020/1831097/0/0/33700/0/0/0/0/21585/79300596/170097/1669486/320360/2121022000013-2020,2020-03-17,"Atender as demandas de todo o IPSM na realização de seus atendimentos aos beneficiários da saúde devido a pandemia do Coronavírus, para que se evite a propagação do mesmo em nossos funcionários.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2121022&numero=13&ano=2020,2120,INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS,Concluído,Dispensa de Licitação - Por valor,0,NA,NA,NA,NA,NA,NA,NA,21.559.804/0001-03,GERBRA COMERCIO EIRELI - ME,2120.01.0002380/2020-39,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNU-bGLFMcHfylxcAnJciUWgFm2fjW-xNWqUTyFeF1e1c,1669486,ALCOOL ETILICO HIDRATADO ASPECTO FISICO: SOLUCAO AQUOSA; GRAU INPM: 70; GRAU GL: 77; APRESENTACAO: FRASCO 1 L;,2121,INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS,EQUIPAMENTOS E MATERIAIS PARA CONSERVACAO E LIMPEZA,Belo Horizonte,300,7.5,7.5,2250,2250
2121022 000013/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-02-2020/02-04-2020/1831097/0/0/33700/0/0/0/0/21585/79300596/170097/1669486/320360/2121022000013-2020,2020-03-17,"Atender as demandas de todo o IPSM na realização de seus atendimentos aos beneficiários da saúde devido a pandemia do Coronavírus, para que se evite a propagação do mesmo em nossos funcionários.",https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2121022&numero=13&ano=2020,2120,INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS,Concluído,Dispensa de Licitação - Por valor,0,NA,NA,NA,NA,NA,NA,NA,21.559.804/0001-03,GERBRA COMERCIO EIRELI - ME,2120.01.0002380/2020-39,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNU-bGLFMcHfylxcAnJciUWgFm2fjW-xNWqUTyFeF1e1c,1696041,HIGIENIZADOR ANTISSEPTICO DE MAOS ASPECTO FISICO: GEL; COMPOSICAO: ALCOOL ETILICO HIDRATADO + AGENTE HIDRATANTE; GRAU INPM: DE 62 A 74 GRAUS; GRAU GL: DE 70 A 84 GRAUS; APRESENTACAO: GALAO 5 L;,2121,INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS,"ARTIGOS, UTENSILIOS PARA HIGIENE PESSOAL",Belo Horizonte,100,144,80,14400,8000
2121022 000017/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-02-2020/02-04-2020/1831097/0/0/33700/0/0/0/0/11790/36500798/81234/513830/320558/2121022000017-2020,2020-03-19,Aquisição dos materiais é para atender as demandas de todo o IPSM na realização de seus atendimentos aos beneficiários da saúde devido a pandemia do Coronavírus.,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2121022&numero=17&ano=2020,2120,INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS,Concluído,Dispensa de Licitação - Por valor,0,NA,NA,NA,NA,NA,NA,NA,21.559.804/0001-03,GERBRA COMERCIO EIRELI - ME,2120.01.0002470/2020-34,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbaftZbsSfiX2ducxTUKZGMtb3vQmBzcpVhwkMOvJmDe,513830,BISNAGA PLASTICA - TIPO: BRANCA LEITOSA; CAPACIDADE: 280 GRAMAS; FUNDO: FUNDO FECHADO; BOCA: BOCA AUTO LACRAVEL; BATOQUE: COM BATOQUE;,2121,INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS,"MAQUINAS, COMPONENTES, SUPRIMENTOS E EQUIPAMENTOS PARA INDUSTRIA QUIMICA E FARMACEUTICA",Belo Horizonte,210,5,5,1050,1050
2121022 000020/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-02-2020/02-04-2020/1831097/0/0/33700/0/0/0/0/21741/85200085/175918/1692160/320977/2121022000020-2020,2020-03-25,A aquisição de 40 (quarenta) galões de 5 litros de sabonete líquido para suprir a demanda do IPSM devido a crise de saúde pública instalado pelo Coronavírus,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2121022&numero=20&ano=2020,2120,INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS,Concluído,Dispensa de Licitação - Por valor,0,NA,NA,NA,NA,NA,NA,NA,21.559.804/0001-03,GERBRA COMERCIO EIRELI - ME,2120.01.0002637/2020-84,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNcB6rkIRjUz8PjAVWeiitknebRdMANcKLG3H0Jtys8jx,1692160,SABONETE LIQUIDO -  INDICACAO: HIGIENIZACAO DA PELE; BASE DO PRODUTO: PEROLADA; ASPECTO: VISCOSO; PH: FISIOLOGICO; COMPOSICAO: AGENTES HIDRATANTES E EMOLIENTES; FRAGRANCIA: FRAGRANCIA SUAVE HIPOALERGENICA; APRESENTACAO: EMBALAGEM 5 L;,2121,INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS,"ARTIGOS, UTENSILIOS PARA HIGIENE PESSOAL",Belo Horizonte,40,40,40,1600,1600
2261032 000112/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/16-04-2020/1831100/0/0/20981/0/0/0/0/15383/68101813/131385/394890/322101/2261032000112-2020,2020-03-30,INSUMOS LABORATORIAIS - COVID-19,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2261032&numero=112&ano=2020,2260,FUNDACAO EZEQUIEL DIAS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,06.003.551/0001-95,QUALIVIDROS DISTRIBUIDORA LTDA,2260.01.0002208/2020-32,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbarB29bkQvChNEKMA_ve_9LVgt62FKlK_lSEvXOBjUC,82414,SORO FETAL BOVINO - APLICACAO: CULTIVO CELULAR; COMPONENTES (1): NIVEIS DE ENDOTOXINA < OU = 10 EU/ML; COMPONENTES (2): NIVEIS DE HEMOGLOBINA < OU = A 15 MG/DL; CARACTERISTICAS GERAIS: ISENTO DE MICOPLASMA;,2261,FUNDACAO EZEQUIEL DIAS,REAGENTES E PRODUTOS QUIMICOS,Belo Horizonte,10000,0.676,0.676,6760,6760
2261032 000112/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/16-04-2020/1831100/0/0/20981/0/0/0/0/15383/68101813/131385/394890/322101/2261032000112-2020,2020-03-30,INSUMOS LABORATORIAIS - COVID-19,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2261032&numero=112&ano=2020,2260,FUNDACAO EZEQUIEL DIAS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,06.003.551/0001-95,QUALIVIDROS DISTRIBUIDORA LTDA,2260.01.0002208/2020-32,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbarB29bkQvChNEKMA_ve_9LVgt62FKlK_lSEvXOBjUC,1670891,"LAMINA DE BISTURI DESCARTAVEL MATERIA-PRIMA: ACO INOXIDAVEL ESTERIL; NUMERO: 20; EMBALAGEM: INDIVIDUAL, ESTERIL E COM ABERTURA EM PETALA;",2261,FUNDACAO EZEQUIEL DIAS,"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS",Belo Horizonte,20,34.9,34.9,698,698
2261032 000112/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/16-04-2020/1831100/0/0/20981/0/0/0/0/15383/68101813/131385/394890/322101/2261032000112-2020,2020-03-30,INSUMOS LABORATORIAIS - COVID-19,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2261032&numero=112&ano=2020,2260,FUNDACAO EZEQUIEL DIAS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,11.909.227/0001-70,PROMEGA BIOTECNOLOGIA DO BRASIL LTDA.,2260.01.0002208/2020-32,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbarB29bkQvChNEKMA_ve_9LVgt62FKlK_lSEvXOBjUC,1697730,"KIT PARA RT-PCR - TIPO: ONE-STEP, METODO DE DETECCAO POR SONDA TIPO TAQMAN; IDENTIFICACAO: CONJUNTO DE REAGENTES LIQUIDOS INCOLORES; FINALIDADE: DETECCAO E QUANTIFICACAO RNA, PCR EM TEMPO REAL;",2261,FUNDACAO EZEQUIEL DIAS,REAGENTES E PRODUTOS QUIMICOS,Belo Horizonte,20000,12.43,12.43,248600,248600
2261032 000112/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/16-04-2020/1831100/0/0/20981/0/0/0/0/15383/68101813/131385/394890/322101/2261032000112-2020,2020-03-30,INSUMOS LABORATORIAIS - COVID-19,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2261032&numero=112&ano=2020,2260,FUNDACAO EZEQUIEL DIAS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,13.545.241/0001-68,SINTESE BIOTECNOLOGIA LTDA,2260.01.0002208/2020-32,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbarB29bkQvChNEKMA_ve_9LVgt62FKlK_lSEvXOBjUC,394890,BASE DE OLIGONUCLEOTIDEOS - ASPECTO: PO LIOFILIZADO; APRESENTACAO: EN NMOL OU MICROMOL; FINALIDADE: AMPLIFICACAO REGIOES ESPECIFICAS MOLECULAS DE DNA;,2261,FUNDACAO EZEQUIEL DIAS,REAGENTES E PRODUTOS QUIMICOS,Belo Horizonte,450,7.98,7.98,3591,3591
2261032 000112/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/16-04-2020/1831100/0/0/20981/0/0/0/0/15383/68101813/131385/394890/322101/2261032000112-2020,2020-03-30,INSUMOS LABORATORIAIS - COVID-19,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2261032&numero=112&ano=2020,2260,FUNDACAO EZEQUIEL DIAS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,13.545.241/0001-68,SINTESE BIOTECNOLOGIA LTDA,2260.01.0002208/2020-32,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbarB29bkQvChNEKMA_ve_9LVgt62FKlK_lSEvXOBjUC,1368818,AGUA ULTRAPURA - IDENTIFICACAO: LIVRE DE DNASE E RNASE PARA PCR; FINALIDADE: AMPLIFICACAO DE DNA BACTERIANO DIAGNOSTICO; COMPATIBILIDADE: COM TERMOCICLADOR PARA PCR;,2261,FUNDACAO EZEQUIEL DIAS,REAGENTES E PRODUTOS QUIMICOS,Belo Horizonte,10,293.6,293.6,2936,2936
2261032 000112/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/16-04-2020/1831100/0/0/20981/0/0/0/0/15383/68101813/131385/394890/322101/2261032000112-2020,2020-03-30,INSUMOS LABORATORIAIS - COVID-19,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2261032&numero=112&ano=2020,2260,FUNDACAO EZEQUIEL DIAS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,13.545.241/0001-68,SINTESE BIOTECNOLOGIA LTDA,2260.01.0002208/2020-32,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbarB29bkQvChNEKMA_ve_9LVgt62FKlK_lSEvXOBjUC,1497391,"BASE DE OLIGONUCLEOTIDEOS - ASPECTO: PO LIOFILIZADO OU LIQUIDO; APRESENTACAO: NANOMOL, MICROMOL OU PICOMOL DA SEQUENCIA MARCADA; FINALIDADE: PCR EM TEMPO REAL; QUENCHER 3 LINHAS;",2261,FUNDACAO EZEQUIEL DIAS,REAGENTES E PRODUTOS QUIMICOS,Belo Horizonte,15,3420,3420,51300,51300
2261032 000112/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/16-04-2020/1831100/0/0/20981/0/0/0/0/15383/68101813/131385/394890/322101/2261032000112-2020,2020-03-30,INSUMOS LABORATORIAIS - COVID-19,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2261032&numero=112&ano=2020,2260,FUNDACAO EZEQUIEL DIAS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,21.268.634/0001-08,MULTIPLIER DISTRIBUIDORA EIRELI - EPP,2260.01.0002208/2020-32,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbarB29bkQvChNEKMA_ve_9LVgt62FKlK_lSEvXOBjUC,1669613,"ALCOOL ETILICO (ETANOL) IDENTIFICACAO: ABSOLUTO P.A. - ACS; ASPECTO FISICO: LIQUIDO INCOLOR ANIDRO; CONCENTRACAO: 99,5%; NUMERO CAS: 64-17-5; FORMULA MOLECULAR: CH3CH2OH; PESO MOLECULAR: 46,07 G/MOL; APRESENTACAO: FRASCO 1 L;",2261,FUNDACAO EZEQUIEL DIAS,REAGENTES E PRODUTOS QUIMICOS,Belo Horizonte,10,31.96,31.96,319.6,319.6
2261032 000112/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/16-04-2020/1831100/0/0/20981/0/0/0/0/15383/68101813/131385/394890/322101/2261032000112-2020,2020-03-30,INSUMOS LABORATORIAIS - COVID-19,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2261032&numero=112&ano=2020,2260,FUNDACAO EZEQUIEL DIAS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,63.067.904/0005-88,LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTDA,2260.01.0002208/2020-32,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbarB29bkQvChNEKMA_ve_9LVgt62FKlK_lSEvXOBjUC,857025,"MEIO MEM EARLE - ASPECTO: PO; COMPOSICAO: COM SAIS DE EARLE E L-GLUTAMINA SEM BICABORNATO DE SODIO; SOLUBILIDADE: APROX.9,6G DE PO P/LITRO DE MEIO (PREPARA 1 LITRO); FINALIDADE: CULTIVO CELULAR;",2261,FUNDACAO EZEQUIEL DIAS,REAGENTES E PRODUTOS QUIMICOS,Belo Horizonte,100,16.756,16.756,1675.6,1675.6
2261032 000112/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/16-04-2020/1831100/0/0/20981/0/0/0/0/15383/68101813/131385/394890/322101/2261032000112-2020,2020-03-30,INSUMOS LABORATORIAIS - COVID-19,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2261032&numero=112&ano=2020,2260,FUNDACAO EZEQUIEL DIAS,Concluído,Dispensa de Licitação,0,NA,NA,NA,NA,NA,NA,NA,68.337.658/0001-27,SIGMA-ALDRICH BRASIL LTDA,2260.01.0002208/2020-32,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbarB29bkQvChNEKMA_ve_9LVgt62FKlK_lSEvXOBjUC,1151746,PENICILINA + ESTREPTOMICINA - APLICACAO: PARA CULTIVO CELULAR ETC; ASPECTO: LIQUIDO; APRESENTACAO: FRASCO COM VOLUME DE 100ML; COMPLEMENTO: FORMULACAO CONTENDO 10.000 U PENICILINA E 10.000 µG/ML ESTREPTOMICINA;,2261,FUNDACAO EZEQUIEL DIAS,REAGENTES E PRODUTOS QUIMICOS,Belo Horizonte,20,117,117,2340,2340
2261032 000112/2020,http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/16-04-2020/1831100/0/0/20981/0/0/0/0/15383/68101813/131385/394890/322101/2261032000112-2020,2020-03-30,INSUMOS LABORATORIAIS - COVID-19,https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2261032&numero=112&ano=2020,2260,FUNDACAO EZEQUIEL DIAS,Concluído,Dispensa de Licitação,9245762,https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162595,2260,FUNDACAO EZEQUIEL DIAS,2020-04-15,2020-04-15,NA,2020-10-11,53.276.010/0001-10,HEXIS CIENTIFICA LTDA,2260.01.0002208/2020-32,https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbarB29bkQvChNEKMA_ve_9LVgt62FKlK_lSEvXOBjUC,781673,"TUBO PLASTICO PARA LABORATORIO - MATERIA-PRIMA: POLIPROPILENO, LIVRE DE PIROGENIO, RNASES E DNASES; MEDIDAS: -; VOLUME: 15ML, TAMPA ROSQUEAVEL;",2261,FUNDACAO EZEQUIEL DIAS,"EQUIPAMENTOS E ARTIGOS DE LABORATORIO, COMPONENTES E ACESSORIOS",Belo Horizonte,30000,0.9,0.9,27000,27000
