Secretaria;N˙mero do Processo;Modalidade de ContrataÁ„o;Empresa Contratada;CPF / CNPJ / CGC;DescriÁ„o Processo;Item / Finalidade;Quantidade Item; Valor Unit·rio ; Valor R$ Empenho ;Nota de Empenho;Data Emiss„o do Pagamento;Tipo de Documento do Pagamento; Valor NE ; Valor NL ; Valor NP ; Valor OB ;CÛdigo UG Documento;CÛdigo Fonte Recurso;Sistema Origem NE;Nome Poder;Local Entrega
SECRETARIA DA SAUDE;2020/12474;INDEPEND LICITACAO;ACOES DE VIGILANCIA EPIDEMIOLOGICA PARA ATEN-DESPESAS C/ DIVULGACAO/NORMATIZACAO,CAMPANHASDE VACINACAO E OUTRAS ACOES NECESSARIAS AO   ATENDIMENTO DO PNI E SUS/SP. ND 339093-21 ETAPAS PAGAS A SERVIDORES. USO: FESIMA.;PF7000072;PAGAMENTOS DE ETAPAS;PAGAMENTOS DE ETAPAS PROJ. RESPOSTA ¿ EMERGENCIA EM SA⁄DE P⁄BLICA DEVIDO A   COVID-19 EM CASOS DE SÕNDROME RESPIRAT”RIO AGUDA GRAVE  - SRAG E SÕNDROME    GRIPAL - SG EM UNIDADES SENTINELAS.;0; R$-   ;R$307.250,00;2020NE00047;30/04/2020;OB; R$-   ; R$-   ; R$-   ;R$3.240,00;90195;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/12474;INDEPEND LICITACAO;ACOES DE VIGILANCIA EPIDEMIOLOGICA PARA ATEN-DESPESAS C/ DIVULGACAO/NORMATIZACAO,CAMPANHASDE VACINACAO E OUTRAS ACOES NECESSARIAS AO   ATENDIMENTO DO PNI E SUS/SP. ND 339093-21 ETAPAS PAGAS A SERVIDORES. USO: FESIMA.;PF7000072;PAGAMENTOS DE ETAPAS;PAGAMENTOS DE ETAPAS PROJ. RESPOSTA ¿ EMERGENCIA EM SA⁄DE P⁄BLICA DEVIDO A   COVID-19 EM CASOS DE SÕNDROME RESPIRAT”RIO AGUDA GRAVE  - SRAG E SÕNDROME    GRIPAL - SG EM UNIDADES SENTINELAS.;0; R$-   ;R$307.250,00;2020NE00047;30/04/2020;OB; R$-   ; R$-   ; R$-   ;R$19.737,00;90195;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/12474;INDEPEND LICITACAO;ACOES DE VIGILANCIA EPIDEMIOLOGICA PARA ATEN-DESPESAS C/ DIVULGACAO/NORMATIZACAO,CAMPANHASDE VACINACAO E OUTRAS ACOES NECESSARIAS AO   ATENDIMENTO DO PNI E SUS/SP. ND 339093-21 ETAPAS PAGAS A SERVIDORES. USO: FESIMA.;PF7000072;PAGAMENTOS DE ETAPAS;PAGAMENTOS DE ETAPAS PROJ. RESPOSTA ¿ EMERGENCIA EM SA⁄DE P⁄BLICA DEVIDO A   COVID-19 EM CASOS DE SÕNDROME RESPIRAT”RIO AGUDA GRAVE  - SRAG E SÕNDROME    GRIPAL - SG EM UNIDADES SENTINELAS.;1;R$250.000,00;R$307.250,00;2020NE00047;18/05/2020;NE;R$250.000,00; R$-   ; R$-   ; R$-   ;90195;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/12474;INDEPEND LICITACAO;ACOES DE VIGILANCIA EPIDEMIOLOGICA PARA ATEN-DESPESAS C/ DIVULGACAO/NORMATIZACAO,CAMPANHASDE VACINACAO E OUTRAS ACOES NECESSARIAS AO   ATENDIMENTO DO PNI E SUS/SP. ND 339093-21 ETAPAS PAGAS A SERVIDORES. USO: FESIMA.;PF7000072;PAGAMENTOS DE ETAPAS;PAGAMENTOS DE ETAPAS PROJ. RESPOSTA ¿ EMERGENCIA EM SA⁄DE P⁄BLICA DEVIDO A   COVID-19 EM CASOS DE SÕNDROME RESPIRAT”RIO AGUDA GRAVE  - SRAG E SÕNDROME    GRIPAL - SG EM UNIDADES SENTINELAS.;0; R$-   ;R$307.250,00;2020NE00047;18/05/2020;NL; R$-   ;R$117.810,00; R$-   ; R$-   ;90195;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/12474;INDEPEND LICITACAO;ACOES DE VIGILANCIA EPIDEMIOLOGICA PARA ATEN-DESPESAS C/ DIVULGACAO/NORMATIZACAO,CAMPANHASDE VACINACAO E OUTRAS ACOES NECESSARIAS AO   ATENDIMENTO DO PNI E SUS/SP. ND 339093-21 ETAPAS PAGAS A SERVIDORES. USO: FESIMA.;PF7000072;PAGAMENTOS DE ETAPAS;PAGAMENTOS DE ETAPAS PROJ. RESPOSTA ¿ EMERGENCIA EM SA⁄DE P⁄BLICA DEVIDO A   COVID-19 EM CASOS DE SÕNDROME RESPIRAT”RIO AGUDA GRAVE  - SRAG E SÕNDROME    GRIPAL - SG EM UNIDADES SENTINELAS.;0; R$-   ;R$307.250,00;2020NE00047;19/05/2020;NL; R$-   ;R$14.085,00; R$-   ; R$-   ;90195;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/12474;INDEPEND LICITACAO;ACOES DE VIGILANCIA EPIDEMIOLOGICA PARA ATEN-DESPESAS C/ DIVULGACAO/NORMATIZACAO,CAMPANHASDE VACINACAO E OUTRAS ACOES NECESSARIAS AO   ATENDIMENTO DO PNI E SUS/SP. ND 339093-21 ETAPAS PAGAS A SERVIDORES. USO: FESIMA.;PF7000072;PAGAMENTOS DE ETAPAS;PAGAMENTOS DE ETAPAS PROJ. RESPOSTA ¿ EMERGENCIA EM SA⁄DE P⁄BLICA DEVIDO A   COVID-19 EM CASOS DE SÕNDROME RESPIRAT”RIO AGUDA GRAVE  - SRAG E SÕNDROME    GRIPAL - SG EM UNIDADES SENTINELAS.;0; R$-   ;R$307.250,00;2020NE00047;19/05/2020;OB; R$-   ; R$-   ; R$-   ;R$8.460,00;90195;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/12474;INDEPEND LICITACAO;ACOES DE VIGILANCIA EPIDEMIOLOGICA PARA ATEN-DESPESAS C/ DIVULGACAO/NORMATIZACAO,CAMPANHASDE VACINACAO E OUTRAS ACOES NECESSARIAS AO   ATENDIMENTO DO PNI E SUS/SP. ND 339093-21 ETAPAS PAGAS A SERVIDORES. USO: FESIMA.;PF7000072;PAGAMENTOS DE ETAPAS;PAGAMENTOS DE ETAPAS PROJ. RESPOSTA ¿ EMERGENCIA EM SA⁄DE P⁄BLICA DEVIDO A   COVID-19 EM CASOS DE SÕNDROME RESPIRAT”RIO AGUDA GRAVE  - SRAG E SÕNDROME    GRIPAL - SG EM UNIDADES SENTINELAS.;0; R$-   ;R$307.250,00;2020NE00047;19/05/2020;OB; R$-   ; R$-   ; R$-   ;R$109.350,00;90195;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/12474;INDEPEND LICITACAO;ACOES DE VIGILANCIA EPIDEMIOLOGICA PARA ATEN-DESPESAS C/ DIVULGACAO/NORMATIZACAO,CAMPANHASDE VACINACAO E OUTRAS ACOES NECESSARIAS AO   ATENDIMENTO DO PNI E SUS/SP. ND 339093-21 ETAPAS PAGAS A SERVIDORES. USO: FESIMA.;PF7000072;PAGAMENTOS DE ETAPAS;PAGAMENTOS DE ETAPAS PROJ. RESPOSTA ¿ EMERGENCIA EM SA⁄DE P⁄BLICA DEVIDO A   COVID-19 EM CASOS DE SÕNDROME RESPIRAT”RIO AGUDA GRAVE  - SRAG E SÕNDROME    GRIPAL - SG EM UNIDADES SENTINELAS.;0; R$-   ;R$307.250,00;2020NE00047;21/05/2020;OB; R$-   ; R$-   ; R$-   ;R$126,00;90195;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;2020/12474;INDEPEND LICITACAO;ACOES DE VIGILANCIA EPIDEMIOLOGICA PARA ATEN-DESPESAS C/ DIVULGACAO/NORMATIZACAO,CAMPANHASDE VACINACAO E OUTRAS ACOES NECESSARIAS AO   ATENDIMENTO DO PNI E SUS/SP. ND 339093-21 ETAPAS PAGAS A SERVIDORES. USO: FESIMA.;PF7000072;PAGAMENTOS DE ETAPAS;PAGAMENTOS DE ETAPAS PROJ. RESPOSTA ¿ EMERGENCIA EM SA⁄DE P⁄BLICA DEVIDO A   COVID-19 EM CASOS DE SÕNDROME RESPIRAT”RIO AGUDA GRAVE  - SRAG E SÕNDROME    GRIPAL - SG EM UNIDADES SENTINELAS.;0; R$-   ;R$307.250,00;2020NE00047;21/05/2020;OB; R$-   ; R$-   ; R$-   ;R$13.959,00;90195;5;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL SAUDE P.M. PIRACAIA;12.239.761/0001-80;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$50.000,00;R$306.000,00;2020NE05615;09/04/2020;NE;R$50.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;PIRACAIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL SAUDE P.M. PIRACAIA;12.239.761/0001-80;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$306.000,00;2020NE05615;09/04/2020;NL; R$-   ;R$50.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;PIRACAIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL SAUDE P.M. PIRACAIA;12.239.761/0001-80;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$306.000,00;2020NE05615;09/04/2020;OB; R$-   ; R$-   ; R$-   ;R$50.000,00;90196;1;SIAFEM;PODER EXECUTIVO;PIRACAIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL SAUDE P.M. PIRACAIA;12.239.761/0001-80;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$256.000,00;R$306.000,00;2020NE05941;09/04/2020;NE;R$256.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;PIRACAIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL SAUDE P.M. PIRACAIA;12.239.761/0001-80;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$306.000,00;2020NE05941;09/04/2020;NL; R$-   ;R$256.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;PIRACAIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL SAUDE P.M. PIRACAIA;12.239.761/0001-80;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$306.000,00;2020NE05941;09/04/2020;NP; R$-   ; R$-   ;R$256.000,00; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;PIRACAIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE AGUAS DE LINDOIA;11.858.657/0001-00;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$150.000,00;R$300.000,00;2020NE05478;09/04/2020;NE;R$150.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;AGUAS DE LINDOIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE AGUAS DE LINDOIA;11.858.657/0001-00;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05478;09/04/2020;NL; R$-   ;R$150.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;AGUAS DE LINDOIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE AGUAS DE LINDOIA;11.858.657/0001-00;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05478;09/04/2020;OB; R$-   ; R$-   ; R$-   ;R$150.000,00;90196;1;SIAFEM;PODER EXECUTIVO;AGUAS DE LINDOIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE AGUAS DE LINDOIA;11.858.657/0001-00;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$150.000,00;R$300.000,00;2020NE05479;09/04/2020;NE;R$150.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;AGUAS DE LINDOIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE AGUAS DE LINDOIA;11.858.657/0001-00;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05479;09/04/2020;NL; R$-   ;R$150.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;AGUAS DE LINDOIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE AGUAS DE LINDOIA;11.858.657/0001-00;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05479;09/04/2020;OB; R$-   ; R$-   ; R$-   ;R$150.000,00;90196;1;SIAFEM;PODER EXECUTIVO;AGUAS DE LINDOIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BALBINOS;11.869.819/0001-06;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$50.000,00;R$300.000,00;2020NE05497;09/04/2020;NE;R$50.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;BALBINOS
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BALBINOS;11.869.819/0001-06;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05497;09/04/2020;NL; R$-   ;R$50.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;BALBINOS
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BALBINOS;11.869.819/0001-06;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05497;09/04/2020;OB; R$-   ; R$-   ; R$-   ;R$50.000,00;90196;1;SIAFEM;PODER EXECUTIVO;BALBINOS
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE GUAIRA;07.639.752/0001-46;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$100.000,00;R$300.000,00;2020NE05551;09/04/2020;NE;R$100.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;GUAIRA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE GUAIRA;07.639.752/0001-46;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05551;09/04/2020;NL; R$-   ;R$100.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;GUAIRA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE GUAIRA;07.639.752/0001-46;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05551;09/04/2020;OB; R$-   ; R$-   ; R$-   ;R$100.000,00;90196;1;SIAFEM;PODER EXECUTIVO;GUAIRA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE JACAREI;11.449.169/0001-40;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$150.000,00;R$300.000,00;2020NE05580;09/04/2020;NE;R$150.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;JACAREI
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE JACAREI;11.449.169/0001-40;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05580;09/04/2020;NL; R$-   ;R$150.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;JACAREI
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE JACAREI;11.449.169/0001-40;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05580;09/04/2020;OB; R$-   ; R$-   ; R$-   ;R$150.000,00;90196;1;SIAFEM;PODER EXECUTIVO;JACAREI
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE JACAREI;11.449.169/0001-40;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$150.000,00;R$300.000,00;2020NE05581;09/04/2020;NE;R$150.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;JACAREI
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE JACAREI;11.449.169/0001-40;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05581;09/04/2020;NL; R$-   ;R$150.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;JACAREI
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE JACAREI;11.449.169/0001-40;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05581;09/04/2020;OB; R$-   ; R$-   ; R$-   ;R$150.000,00;90196;1;SIAFEM;PODER EXECUTIVO;JACAREI
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE STA FE DO SUL;13.824.549/0001-42;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$100.000,00;R$300.000,00;2020NE05637;09/04/2020;NE;R$100.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SANTA FE DO SUL
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE STA FE DO SUL;13.824.549/0001-42;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05637;09/04/2020;NL; R$-   ;R$100.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SANTA FE DO SUL
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE STA FE DO SUL;13.824.549/0001-42;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05637;09/04/2020;OB; R$-   ; R$-   ; R$-   ;R$100.000,00;90196;1;SIAFEM;PODER EXECUTIVO;SANTA FE DO SUL
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE TEODORO SAMPAIO;12.362.507/0001-74;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$70.000,00;R$300.000,00;2020NE05673;09/04/2020;NE;R$70.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;TEODORO SAMPAIO
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE TEODORO SAMPAIO;12.362.507/0001-74;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05673;09/04/2020;NL; R$-   ;R$70.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;TEODORO SAMPAIO
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE TEODORO SAMPAIO;12.362.507/0001-74;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05673;09/04/2020;OB; R$-   ; R$-   ; R$-   ;R$70.000,00;90196;1;SIAFEM;PODER EXECUTIVO;TEODORO SAMPAIO
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BALBINOS;11.869.819/0001-06;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$50.000,00;R$300.000,00;2020NE05800;09/04/2020;NE;R$50.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;BALBINOS
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BALBINOS;11.869.819/0001-06;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05800;09/04/2020;NL; R$-   ;R$50.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;BALBINOS
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BALBINOS;11.869.819/0001-06;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05800;09/04/2020;NP; R$-   ; R$-   ;R$50.000,00; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;BALBINOS
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE GUAIRA;07.639.752/0001-46;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$200.000,00;R$300.000,00;2020NE05811;09/04/2020;NE;R$200.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;GUAIRA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE GUAIRA;07.639.752/0001-46;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05811;09/04/2020;NL; R$-   ;R$200.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;GUAIRA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE GUAIRA;07.639.752/0001-46;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05811;09/04/2020;NP; R$-   ; R$-   ;R$200.000,00; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;GUAIRA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNCO MUNICIPAL DE SAUDE;11.899.413/0001-76;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$300.000,00;R$300.000,00;2020NE05837;09/04/2020;NE;R$300.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO SIMAO
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNCO MUNICIPAL DE SAUDE;11.899.413/0001-76;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05837;09/04/2020;NL; R$-   ;R$300.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO SIMAO
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNCO MUNICIPAL DE SAUDE;11.899.413/0001-76;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05837;09/04/2020;NP; R$-   ; R$-   ;R$300.000,00; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO SIMAO
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE TEODORO SAMPAIO;12.362.507/0001-74;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$30.000,00;R$300.000,00;2020NE05844;09/04/2020;NE;R$30.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;TEODORO SAMPAIO
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE TEODORO SAMPAIO;12.362.507/0001-74;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05844;09/04/2020;NL; R$-   ;R$30.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;TEODORO SAMPAIO
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE TEODORO SAMPAIO;12.362.507/0001-74;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05844;09/04/2020;NP; R$-   ; R$-   ;R$30.000,00; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;TEODORO SAMPAIO
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BALBINOS;11.869.819/0001-06;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$130.000,00;R$300.000,00;2020NE05856;09/04/2020;NE;R$130.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;BALBINOS
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BALBINOS;11.869.819/0001-06;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05856;09/04/2020;NL; R$-   ;R$130.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;BALBINOS
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BALBINOS;11.869.819/0001-06;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05856;09/04/2020;NP; R$-   ; R$-   ;R$130.000,00; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;BALBINOS
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BALBINOS;11.869.819/0001-06;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$70.000,00;R$300.000,00;2020NE05857;09/04/2020;NE;R$70.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;BALBINOS
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BALBINOS;11.869.819/0001-06;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$300.000,00;2020NE05857;09/04/2020;NL; R$-   ;R$70.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;BALBINOS
